index,fecha,cod_capitulo,capitulo,cod_articulo,articulo,cod_concepto,concepto,cod_subconcepto,subconcepto,cantidad
67,2013,7,Transferencias de capital,71,De Organismos Autónomos Administrativos,710,De Organismos autónomos estatales,71004,De la A.E.C.I.,200000
68,2013,7,Transferencias de capital,71,De Organismos Autónomos Administrativos,710,De Organismos autónomos estatales,71005,Del C.S.I.C.,150000
69,2013,7,Transferencias de capital,71,De Organismos Autónomos Administrativos,711,De Organismos autónomos Junta Andalucía,71101,Instituto Andaluz de la Mujer,50000
70,2013,7,Transferencias de capital,71,De Organismos Autónomos Administrativos,711,De Organismos autónomos Junta Andalucía,71102,Instituto Estadística de Andalucía,50000
71,2013,7,Transferencias de capital,74,De empresas públicas y otros entes públicos,740,De Otros Organismos,74001,De otros organismos,50000
72,2013,7,Transferencias de capital,74,De empresas públicas y otros entes públicos,740,De Otros Organismos,74099,De Otros Entes Públicos,150000
73,2013,7,Transferencias de capital,74,De empresas públicas y otros entes públicos,741,De Universidades,74100,De Universidades Andaluzas,50000
74,2013,7,Transferencias de capital,74,De empresas públicas y otros entes públicos,741,De Universidades,74199,De Otras Universidades,150000
75,2013,7,Transferencias de capital,75,De Comunidades Autónomas,750,Consej.Economía Innovación y  Ciencia J.A.,75000,Para investigación científica,8000000
76,2013,7,Transferencias de capital,75,De Comunidades Autónomas,750,Consej.Economía Innovación y  Ciencia J.A.,75001,Plan Plurianual de Inversiones,20000000
77,2013,7,Transferencias de capital,75,De Comunidades Autónomas,750,Consej.Economía Innovación y  Ciencia J.A.,75002,Cofinanciación Progr.Operativ.FEDER,2100000
78,2013,7,Transferencias de capital,75,De Comunidades Autónomas,750,Consej.Economía Innovación y  Ciencia J.A.,75003,Proyecto Universidad Digital,0
79,2013,7,Transferencias de capital,75,De Comunidades Autónomas,750,Consej.Economía Innovación y  Ciencia J.A.,75007,Financ Operat Investig,0
80,2013,7,Transferencias de capital,75,De Comunidades Autónomas,750,Consej.Economía Innovación y  Ciencia J.A.,75008,CEI Fortalecimiento,0
81,2013,7,Transferencias de capital,75,De Comunidades Autónomas,751,De otras Consejerías,75100,De Presidencia,25000
82,2013,7,Transferencias de capital,75,De Comunidades Autónomas,751,De otras Consejerías,75101,De Gobernación,25000
83,2013,7,Transferencias de capital,75,De Comunidades Autónomas,751,De otras Consejerías,75102,De Educación,25000
84,2013,7,Transferencias de capital,75,De Comunidades Autónomas,751,De otras Consejerías,75103,De Justicia y Administraciones Públic,25000
85,2013,7,Transferencias de capital,75,De Comunidades Autónomas,751,De otras Consejerías,75105,De Empleo,200000
86,2013,7,Transferencias de capital,75,De Comunidades Autónomas,751,De otras Consejerías,75110,De Igualdad y Bienestar Social,20000
87,2013,7,Transferencias de capital,75,De Comunidades Autónomas,751,De otras Consejerías,75111,De Cultura,20000
88,2013,7,Transferencias de capital,75,De Comunidades Autónomas,759,De otras Comunidades Autónomas,75909,De resto de Comunidades Autónomas,25000
89,2013,7,Transferencias de capital,76,De Corporaciones Locales,760,De Diputaciones y Cabildos Insulares,76000,De la Diputación de Granada,10000
90,2013,7,Transferencias de capital,76,De Corporaciones Locales,760,De Diputaciones y Cabildos Insulares,76099,De otras Diputaciones Provinciales,10000
91,2013,7,Transferencias de capital,76,De Corporaciones Locales,761,De Ayuntamientos,76100,Del Ayuntamiento de Granada,10000
92,2013,7,Transferencias de capital,77,De empresas privadas,770,De entidades financieras,77001,De Caja Granada,450000
93,2013,7,Transferencias de capital,77,De empresas privadas,770,De entidades financieras,77002,Del BSCH,500000
94,2013,7,Transferencias de capital,77,De empresas privadas,770,De entidades financieras,77003,De Caja Rural,250000
95,2013,7,Transferencias de capital,77,De empresas privadas,779,De otras empresas,77003,De Caja Rural,200000
96,2013,7,Transferencias de capital,78,De familias e instituciones sin fines de lucro,781,De instituciones y fundaciones,78100,Para investigación científica,200000
97,2013,7,Transferencias de capital,79,Del exterior,795,Otras transferencias de la Unión Europea,79500,Para investigación científica,3500000
98,2013,8,Activos financieros,82,Reintegro de préstamos concedidos,821,A largo plazo,82100,Del personal de la Universidad,650000
