CODIGO,CURSO,TITULO,TASA GRADUACION
210,2012,GRADO EN INGENIERÍA EN EDIFICACIÓN (CURSO PUENTE),
210,2013,GRADO EN INGENIERÍA EN EDIFICACIÓN (CURSO PUENTE),
210,2015,GRADO EN INGENIERÍA EN EDIFICACIÓN (CURSO PUENTE),
212,2011,GRADUADO/A EN CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN,
212,2012,GRADUADO/A EN CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN,
212,2013,GRADUADO/A EN CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN,
212,2014,GRADUADO/A EN CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN,
212,2015,GRADUADO/A EN CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN,"19,05"
213,2011,GRADUADO/A EN CIENCIAS POLÍTICAS Y DE LA ADMINIST. Y DERECHO,
213,2012,GRADUADO/A EN CIENCIAS POLÍTICAS Y DE LA ADMINIST. Y DERECHO,
213,2013,GRADUADO/A EN CIENCIAS POLÍTICAS Y DE LA ADMINIST. Y DERECHO,
213,2014,GRADUADO/A EN CIENCIAS POLÍTICAS Y DE LA ADMINIST. Y DERECHO,
213,2015,GRADUADO/A EN CIENCIAS POLÍTICAS Y DE LA ADMINIST. Y DERECHO,
214,2011,GRADUADO/A EN SOCIOLOGÍA,
214,2012,GRADUADO/A EN SOCIOLOGÍA,
214,2013,GRADUADO/A EN SOCIOLOGÍA,
214,2014,GRADUADO/A EN SOCIOLOGÍA,
214,2015,GRADUADO/A EN SOCIOLOGÍA,"15,27"
220,2011,GRADUADO/A EN INGENIERÍA QUÍMICA,
220,2012,GRADUADO/A EN INGENIERÍA QUÍMICA,
220,2013,GRADUADO/A EN INGENIERÍA QUÍMICA,
220,2014,GRADUADO/A EN INGENIERÍA QUÍMICA,
220,2015,GRADUADO/A EN INGENIERÍA QUÍMICA,"26,13"
221,2011,GRADUADO/A EN INGENIERÍA DE TECNOLOGÍAS DE TELECOMUNICACIÓN,
221,2012,GRADUADO/A EN INGENIERÍA DE TECNOLOGÍAS DE TELECOMUNICACIÓN,
221,2013,GRADUADO/A EN INGENIERÍA DE TECNOLOGÍAS DE TELECOMUNICACIÓN,
221,2014,GRADUADO/A EN INGENIERÍA DE TECNOLOGÍAS DE TELECOMUNICACIÓN,
221,2015,GRADUADO/A EN INGENIERÍA DE TECNOLOGÍAS DE TELECOMUNICACIÓN,"40,86"
222,2011,GRADUADO/A EN MEDICINA,
222,2012,GRADUADO/A EN MEDICINA,
222,2013,GRADUADO/A EN MEDICINA,
222,2014,GRADUADO/A EN MEDICINA,
222,2015,GRADUADO/A EN MEDICINA,
223,2011,GRADUADO/A EN ESTADÍSTICA,
223,2012,GRADUADO/A EN ESTADÍSTICA,
223,2013,GRADUADO/A EN ESTADÍSTICA,
223,2014,GRADUADO/A EN ESTADÍSTICA,
223,2015,GRADUADO/A EN ESTADÍSTICA,"13,11"
227,2011,GRADUADO/A EN COMUNICACIÓN AUDIOVISUAL,
227,2012,GRADUADO/A EN COMUNICACIÓN AUDIOVISUAL,
227,2013,GRADUADO/A EN COMUNICACIÓN AUDIOVISUAL,
227,2014,GRADUADO/A EN COMUNICACIÓN AUDIOVISUAL,
227,2015,GRADUADO/A EN COMUNICACIÓN AUDIOVISUAL,"43,08"
228,2011,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS-DERECHO,
228,2012,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS-DERECHO,
228,2013,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS-DERECHO,
228,2014,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS-DERECHO,
228,2015,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS-DERECHO,
230,2011,GRADUADO/A EN EDIFICACIÓN,
230,2012,GRADUADO/A EN EDIFICACIÓN,
230,2013,GRADUADO/A EN EDIFICACIÓN,
230,2014,GRADUADO/A EN EDIFICACIÓN,
230,2015,GRADUADO/A EN EDIFICACIÓN,"18,82"
231,2011,GRADUADO/A EN INFORMACIÓN Y DOCUMENTACIÓN,
231,2012,GRADUADO/A EN INFORMACIÓN Y DOCUMENTACIÓN,
231,2013,GRADUADO/A EN INFORMACIÓN Y DOCUMENTACIÓN,
231,2014,GRADUADO/A EN INFORMACIÓN Y DOCUMENTACIÓN,
231,2015,GRADUADO/A EN INFORMACIÓN Y DOCUMENTACIÓN,"19,12"
233,2011,GRADUADO/A EN FINANZAS Y CONTABILIDAD,
233,2012,GRADUADO/A EN FINANZAS Y CONTABILIDAD,
233,2013,GRADUADO/A EN FINANZAS Y CONTABILIDAD,
233,2014,GRADUADO/A EN FINANZAS Y CONTABILIDAD,
233,2015,GRADUADO/A EN FINANZAS Y CONTABILIDAD,"29,6"
235,2011,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,
235,2012,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,
235,2013,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,
235,2014,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,
235,2015,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,"37,12"
236,2011,GRADUADO/A EN MARKETING E INVESTIGACIÓN DE MERCADOS,
236,2012,GRADUADO/A EN MARKETING E INVESTIGACIÓN DE MERCADOS,
236,2013,GRADUADO/A EN MARKETING E INVESTIGACIÓN DE MERCADOS,
236,2014,GRADUADO/A EN MARKETING E INVESTIGACIÓN DE MERCADOS,
236,2015,GRADUADO/A EN MARKETING E INVESTIGACIÓN DE MERCADOS,"29,46"
237,2011,GRADUADO/A EN INGENIERÍA CIVIL,
237,2012,GRADUADO/A EN INGENIERÍA CIVIL,
237,2013,GRADUADO/A EN INGENIERÍA CIVIL,
237,2014,GRADUADO/A EN INGENIERÍA CIVIL,
237,2015,GRADUADO/A EN INGENIERÍA CIVIL,"34,41"
238,2011,GRADUADO/A EN TURISMO,
238,2012,GRADUADO/A EN TURISMO,
238,2013,GRADUADO/A EN TURISMO,
238,2014,GRADUADO/A EN TURISMO,
238,2015,GRADUADO/A EN TURISMO,"30,37"
239,2011,GRADUADO/A EN ECONOMÍA,
239,2012,GRADUADO/A EN ECONOMÍA,
239,2013,GRADUADO/A EN ECONOMÍA,
239,2014,GRADUADO/A EN ECONOMÍA,
239,2015,GRADUADO/A EN ECONOMÍA,"23,43"
241,2011,GRADUADO/A EN FISIOTERAPIA,
241,2012,GRADUADO/A EN FISIOTERAPIA,
241,2013,GRADUADO/A EN FISIOTERAPIA,
241,2014,GRADUADO/A EN FISIOTERAPIA,
241,2015,GRADUADO/A EN FISIOTERAPIA,"70,59"
242,2011,GRADUADO/A EN DERECHO,
242,2012,GRADUADO/A EN DERECHO,
242,2013,GRADUADO/A EN DERECHO,
242,2014,GRADUADO/A EN DERECHO,
242,2015,GRADUADO/A EN DERECHO,"29,98"
243,2011,GRADUADO/A EN TERAPIA OCUPACIONAL,
243,2012,GRADUADO/A EN TERAPIA OCUPACIONAL,
243,2013,GRADUADO/A EN TERAPIA OCUPACIONAL,
243,2014,GRADUADO/A EN TERAPIA OCUPACIONAL,
243,2015,GRADUADO/A EN TERAPIA OCUPACIONAL,"62,07"
244,2011,GRADUADO/A EN EDUCACIÓN SOCIAL,
244,2012,GRADUADO/A EN EDUCACIÓN SOCIAL,
244,2013,GRADUADO/A EN EDUCACIÓN SOCIAL,
244,2014,GRADUADO/A EN EDUCACIÓN SOCIAL,
244,2015,GRADUADO/A EN EDUCACIÓN SOCIAL,"46,34"
245,2013,GRADUADO/A EN CRIMINOLOGÍA,
245,2014,GRADUADO/A EN CRIMINOLOGÍA,
245,2015,GRADUADO/A EN CRIMINOLOGÍA,
249,2011,GRADUADO/A EN TRABAJO SOCIAL,
249,2012,GRADUADO/A EN TRABAJO SOCIAL,
249,2013,GRADUADO/A EN TRABAJO SOCIAL,
249,2014,GRADUADO/A EN TRABAJO SOCIAL,
249,2015,GRADUADO/A EN TRABAJO SOCIAL,"45,45"
251,2015,GRADUADO/A EN BIOTECNOLOGÍA,
252,2011,GRADUADO/A EN TRADUCCIÓN E INTERPRETACIÓN,
252,2012,GRADUADO/A EN TRADUCCIÓN E INTERPRETACIÓN,
252,2013,GRADUADO/A EN TRADUCCIÓN E INTERPRETACIÓN,
252,2014,GRADUADO/A EN TRADUCCIÓN E INTERPRETACIÓN,
252,2015,GRADUADO/A EN TRADUCCIÓN E INTERPRETACIÓN,"61,75"
256,2012,GRADUADO/A EN EDUCACIÓN PRIMARIA (BILINGÜE),
256,2013,GRADUADO/A EN EDUCACIÓN PRIMARIA (BILINGÜE),
256,2014,GRADUADO/A EN EDUCACIÓN PRIMARIA (BILINGÜE),
256,2015,GRADUADO/A EN EDUCACIÓN PRIMARIA (BILINGÜE),
257,2011,GRADUADO/A EN EDUCACIÓN PRIMARIA,
257,2012,GRADUADO/A EN EDUCACIÓN PRIMARIA,
257,2013,GRADUADO/A EN EDUCACIÓN PRIMARIA,
257,2014,GRADUADO/A EN EDUCACIÓN PRIMARIA,
257,2015,GRADUADO/A EN EDUCACIÓN PRIMARIA,"62,13"
258,2011,GRADUADO/A EN EDUCACIÓN INFANTIL,
258,2012,GRADUADO/A EN EDUCACIÓN INFANTIL,
258,2013,GRADUADO/A EN EDUCACIÓN INFANTIL,
258,2014,GRADUADO/A EN EDUCACIÓN INFANTIL,
258,2015,GRADUADO/A EN EDUCACIÓN INFANTIL,"75,43"
259,2011,GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS,
259,2012,GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS,
259,2013,GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS,
259,2014,GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS,
259,2015,GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS,"22,28"
260,2011,GRADUADO/A EN BELLAS ARTES,
260,2012,GRADUADO/A EN BELLAS ARTES,
260,2013,GRADUADO/A EN BELLAS ARTES,
260,2014,GRADUADO/A EN BELLAS ARTES,
260,2015,GRADUADO/A EN BELLAS ARTES,"42,79"
261,2011,GRADUADO/A EN BIOQUÍMICA,
261,2012,GRADUADO/A EN BIOQUÍMICA,
261,2013,GRADUADO/A EN BIOQUÍMICA,
261,2014,GRADUADO/A EN BIOQUÍMICA,
261,2015,GRADUADO/A EN BIOQUÍMICA,"60,71"
263,2011,GRADUADO/A EN FILOSOFÍA,
263,2012,GRADUADO/A EN FILOSOFÍA,
263,2013,GRADUADO/A EN FILOSOFÍA,
263,2014,GRADUADO/A EN FILOSOFÍA,
263,2015,GRADUADO/A EN FILOSOFÍA,"24,24"
264,2011,GRADUADO/A EN PSICOLOGÍA,
264,2012,GRADUADO/A EN PSICOLOGÍA,
264,2013,GRADUADO/A EN PSICOLOGÍA,
264,2014,GRADUADO/A EN PSICOLOGÍA,
264,2015,GRADUADO/A EN PSICOLOGÍA,"55,59"
265,2011,GRADUADO/A EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURAL,
265,2012,GRADUADO/A EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURAL,
265,2013,GRADUADO/A EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURAL,
265,2014,GRADUADO/A EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURAL,
265,2015,GRADUADO/A EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURAL,"35,85"
266,2014,GRADUADO/A EN ARQUEOLOGÍA,
266,2015,GRADUADO/A EN ARQUEOLOGÍA,
267,2011,GRADUADO/A EN FÍSICA,
267,2012,GRADUADO/A EN FÍSICA,
267,2013,GRADUADO/A EN FÍSICA,
267,2014,GRADUADO/A EN FÍSICA,
267,2015,GRADUADO/A EN FÍSICA,"28,75"
268,2011,GRADUADO/A EN GEOLOGÍA,
268,2012,GRADUADO/A EN GEOLOGÍA,
268,2013,GRADUADO/A EN GEOLOGÍA,
268,2014,GRADUADO/A EN GEOLOGÍA,
268,2015,GRADUADO/A EN GEOLOGÍA,"23,53"
270,2011,GRADUADO/A EN MATEMÁTICAS,
270,2012,GRADUADO/A EN MATEMÁTICAS,
270,2013,GRADUADO/A EN MATEMÁTICAS,
270,2014,GRADUADO/A EN MATEMÁTICAS,
270,2015,GRADUADO/A EN MATEMÁTICAS,"25,44"
273,2011,GRADUADO/A EN LENGUAS MODERNAS Y SUS LITERATURAS,
273,2012,GRADUADO/A EN LENGUAS MODERNAS Y SUS LITERATURAS,
273,2013,GRADUADO/A EN LENGUAS MODERNAS Y SUS LITERATURAS,
273,2014,GRADUADO/A EN LENGUAS MODERNAS Y SUS LITERATURAS,
273,2015,GRADUADO/A EN LENGUAS MODERNAS Y SUS LITERATURAS,"45,61"
276,2011,GRADUADO/A EN FILOLOGÍA CLÁSICA,
276,2012,GRADUADO/A EN FILOLOGÍA CLÁSICA,
276,2013,GRADUADO/A EN FILOLOGÍA CLÁSICA,
276,2014,GRADUADO/A EN FILOLOGÍA CLÁSICA,
276,2015,GRADUADO/A EN FILOLOGÍA CLÁSICA,"21,05"
277,2011,GRADUADO/A EN ESTUDIOS FRANCESES,
277,2012,GRADUADO/A EN ESTUDIOS FRANCESES,
277,2013,GRADUADO/A EN ESTUDIOS FRANCESES,
277,2014,GRADUADO/A EN ESTUDIOS FRANCESES,
277,2015,GRADUADO/A EN ESTUDIOS FRANCESES,"34,29"
279,2011,GRADUADO/A EN ESTUDIOS ÁRABES E ISLÁMICOS,
279,2012,GRADUADO/A EN ESTUDIOS ÁRABES E ISLÁMICOS,
279,2013,GRADUADO/A EN ESTUDIOS ÁRABES E ISLÁMICOS,
279,2014,GRADUADO/A EN ESTUDIOS ÁRABES E ISLÁMICOS,
279,2015,GRADUADO/A EN ESTUDIOS ÁRABES E ISLÁMICOS,"6,45"
283,2011,GRADUADO/A EN FILOLOGÍA HISPÁNICA,
283,2012,GRADUADO/A EN FILOLOGÍA HISPÁNICA,
283,2013,GRADUADO/A EN FILOLOGÍA HISPÁNICA,
283,2014,GRADUADO/A EN FILOLOGÍA HISPÁNICA,
283,2015,GRADUADO/A EN FILOLOGÍA HISPÁNICA,"50,72"
285,2011,GRADUADO/A EN ESTUDIOS INGLESES,
285,2012,GRADUADO/A EN ESTUDIOS INGLESES,
285,2013,GRADUADO/A EN ESTUDIOS INGLESES,
285,2014,GRADUADO/A EN ESTUDIOS INGLESES,
285,2015,GRADUADO/A EN ESTUDIOS INGLESES,"37,86"
286,2011,GRADUADO/A EN LOGOPEDIA,
286,2012,GRADUADO/A EN LOGOPEDIA,
286,2013,GRADUADO/A EN LOGOPEDIA,
286,2014,GRADUADO/A EN LOGOPEDIA,
286,2015,GRADUADO/A EN LOGOPEDIA,50
287,2011,GRADUADO/A EN ÓPTICA Y OPTOMETRÍA,
287,2012,GRADUADO/A EN ÓPTICA Y OPTOMETRÍA,
287,2013,GRADUADO/A EN ÓPTICA Y OPTOMETRÍA,
287,2014,GRADUADO/A EN ÓPTICA Y OPTOMETRÍA,
287,2015,GRADUADO/A EN ÓPTICA Y OPTOMETRÍA,"43,33"
288,2011,GRADUADO/A EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE,
288,2012,GRADUADO/A EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE,
288,2013,GRADUADO/A EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE,
288,2014,GRADUADO/A EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE,
288,2015,GRADUADO/A EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE,"53,8"
290,2011,GRADUADO/A EN LITERATURAS COMPARADAS,
290,2012,GRADUADO/A EN LITERATURAS COMPARADAS,
290,2013,GRADUADO/A EN LITERATURAS COMPARADAS,
290,2014,GRADUADO/A EN LITERATURAS COMPARADAS,
290,2015,GRADUADO/A EN LITERATURAS COMPARADAS,"22,58"
291,2011,GRADUADO/A EN QUÍMICA,
291,2012,GRADUADO/A EN QUÍMICA,
291,2013,GRADUADO/A EN QUÍMICA,
291,2014,GRADUADO/A EN QUÍMICA,
291,2015,GRADUADO/A EN QUÍMICA,"25,64"
292,2011,GRADUADO/A EN HISTORIA,
292,2012,GRADUADO/A EN HISTORIA,
292,2013,GRADUADO/A EN HISTORIA,
292,2014,GRADUADO/A EN HISTORIA,
292,2015,GRADUADO/A EN HISTORIA,"26,97"
293,2011,GRADUADO/A EN HISTORIA DEL ARTE,
293,2012,GRADUADO/A EN HISTORIA DEL ARTE,
293,2013,GRADUADO/A EN HISTORIA DEL ARTE,
293,2014,GRADUADO/A EN HISTORIA DEL ARTE,
293,2015,GRADUADO/A EN HISTORIA DEL ARTE,"26,43"
294,2012,GRADUADO/A EN ANTROPOLOGÍA SOCIAL Y CULTURAL,
294,2013,GRADUADO/A EN ANTROPOLOGÍA SOCIAL Y CULTURAL,
294,2014,GRADUADO/A EN ANTROPOLOGÍA SOCIAL Y CULTURAL,
294,2015,GRADUADO/A EN ANTROPOLOGÍA SOCIAL Y CULTURAL,
296,2011,GRADUADO/A EN INGENIERÍA INFORMÁTICA,
296,2012,GRADUADO/A EN INGENIERÍA INFORMÁTICA,
296,2013,GRADUADO/A EN INGENIERÍA INFORMÁTICA,
296,2014,GRADUADO/A EN INGENIERÍA INFORMÁTICA,
296,2015,GRADUADO/A EN INGENIERÍA INFORMÁTICA,"9,73"
297,2012,GRADUADO/A EN INGENIERÍA INFORMÁTICA Y MATEMÁTICAS,
297,2013,GRADUADO/A EN INGENIERÍA INFORMÁTICA Y MATEMÁTICAS,
297,2014,GRADUADO/A EN INGENIERÍA INFORMÁTICA Y MATEMÁTICAS,
297,2015,GRADUADO/A EN INGENIERÍA INFORMÁTICA Y MATEMÁTICAS,
298,2011,GRADUADO/A EN PEDAGOGÍA,
298,2012,GRADUADO/A EN PEDAGOGÍA,
298,2013,GRADUADO/A EN PEDAGOGÍA,
298,2014,GRADUADO/A EN PEDAGOGÍA,
298,2015,GRADUADO/A EN PEDAGOGÍA,"43,44"
299,2011,GRADUADO/A EN HISTORIA Y CIENCIAS DE LA MÚSICA,
299,2012,GRADUADO/A EN HISTORIA Y CIENCIAS DE LA MÚSICA,
299,2013,GRADUADO/A EN HISTORIA Y CIENCIAS DE LA MÚSICA,
299,2014,GRADUADO/A EN HISTORIA Y CIENCIAS DE LA MÚSICA,
299,2015,GRADUADO/A EN HISTORIA Y CIENCIAS DE LA MÚSICA,"25,33"
407,2011,GRADUADO/A EN ENFERMERÍA (CEUTA),
407,2012,GRADUADO/A EN ENFERMERÍA (CEUTA),
407,2013,GRADUADO/A EN ENFERMERÍA (CEUTA),
407,2014,GRADUADO/A EN ENFERMERÍA (CEUTA),
407,2015,GRADUADO/A EN ENFERMERÍA (CEUTA),"46,67"
414,2012,GRADUADO/A EN EDUCACIÓN SOCIAL (CEUTA),
414,2013,GRADUADO/A EN EDUCACIÓN SOCIAL (CEUTA),
414,2014,GRADUADO/A EN EDUCACIÓN SOCIAL (CEUTA),
414,2015,GRADUADO/A EN EDUCACIÓN SOCIAL (CEUTA),
433,2011,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (CEUTA),
433,2012,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (CEUTA),
433,2013,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (CEUTA),
433,2014,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (CEUTA),
433,2015,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (CEUTA),"27,78"
457,2011,GRADUADO/A EN EDUCACIÓN PRIMARIA (CEUTA),
457,2012,GRADUADO/A EN EDUCACIÓN PRIMARIA (CEUTA),
457,2013,GRADUADO/A EN EDUCACIÓN PRIMARIA (CEUTA),
457,2014,GRADUADO/A EN EDUCACIÓN PRIMARIA (CEUTA),
457,2015,GRADUADO/A EN EDUCACIÓN PRIMARIA (CEUTA),"31,68"
458,2011,GRADUADO/A EN EDUCACIÓN INFANTIL (CEUTA),
458,2012,GRADUADO/A EN EDUCACIÓN INFANTIL (CEUTA),
458,2013,GRADUADO/A EN EDUCACIÓN INFANTIL (CEUTA),
458,2014,GRADUADO/A EN EDUCACIÓN INFANTIL (CEUTA),
458,2015,GRADUADO/A EN EDUCACIÓN INFANTIL (CEUTA),"32,08"
496,2011,GRADUADO/A EN INGENIERÍA INFORMÁTICA (CEUTA),
496,2012,GRADUADO/A EN INGENIERÍA INFORMÁTICA (CEUTA),
496,2013,GRADUADO/A EN INGENIERÍA INFORMÁTICA (CEUTA),
496,2014,GRADUADO/A EN INGENIERÍA INFORMÁTICA (CEUTA),
496,2015,GRADUADO/A EN INGENIERÍA INFORMÁTICA (CEUTA),0
507,2011,GRADUADO/A EN ENFERMERÍA (MELILLA),
507,2012,GRADUADO/A EN ENFERMERÍA (MELILLA),
507,2013,GRADUADO/A EN ENFERMERÍA (MELILLA),
507,2014,GRADUADO/A EN ENFERMERÍA (MELILLA),
507,2015,GRADUADO/A EN ENFERMERÍA (MELILLA),"68,33"
514,2012,GRADUADO/A EN EDUCACIÓN SOCIAL (MELILLA),
514,2013,GRADUADO/A EN EDUCACIÓN SOCIAL (MELILLA),
514,2014,GRADUADO/A EN EDUCACIÓN SOCIAL (MELILLA),
514,2015,GRADUADO/A EN EDUCACIÓN SOCIAL (MELILLA),
528,2015,GRADUADO ADMINISTRACIÓN Y DIRECCIÓN EMPRESAS Y DCHO (MELILLA),
533,2011,GRADUADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (MELILLA),
533,2012,GRADUADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (MELILLA),
533,2013,GRADUADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (MELILLA),
533,2014,GRADUADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (MELILLA),
533,2015,GRADUADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (MELILLA),"23,53"
535,2011,DIPLOMADO EN CIENCIAS EMPRESARIALES (MELILLA),
535,2012,DIPLOMADO EN CIENCIAS EMPRESARIALES (MELILLA),
535,2013,DIPLOMADO EN CIENCIAS EMPRESARIALES (MELILLA),
535,2014,DIPLOMADO EN CIENCIAS EMPRESARIALES (MELILLA),
535,2015,DIPLOMADO EN CIENCIAS EMPRESARIALES (MELILLA),
536,2014,DIPLOMATURA DE RELACIONES LABORALES (MELILLA),
537,2011,DIPLOMADO EN RELACIONES LABORALES (MELILLA),
537,2012,DIPLOMADO EN RELACIONES LABORALES (MELILLA),
537,2013,DIPLOMADO EN RELACIONES LABORALES (MELILLA),
537,2014,DIPLOMADO EN RELACIONES LABORALES (MELILLA),
538,2011,DIPLOMADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),
538,2012,DIPLOMADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),
538,2013,DIPLOMADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),
538,2014,DIPLOMADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),
538,2015,DIPLOMADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),
539,2011,GRADUADO/A EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),
539,2012,GRADUADO/A EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),
539,2013,GRADUADO/A EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),
539,2014,GRADUADO/A EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),
539,2015,GRADUADO/A EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),"6,67"
557,2011,GRADUADO/A EN EDUCACIÓN PRIMARIA (MELILLA),
557,2012,GRADUADO/A EN EDUCACIÓN PRIMARIA (MELILLA),
557,2013,GRADUADO/A EN EDUCACIÓN PRIMARIA (MELILLA),
