CODIGO,CURSO,TITULO,TASA ABANDONO INICIAL
209,2013,GRADUADO/A EN ARQUITECTURA,"16,03"
209,2014,GRADUADO/A EN ARQUITECTURA,"20,92"
209,2015,GRADUADO/A EN ARQUITECTURA,"15,89"
210,2012,GRADO EN INGENIERÍA EN EDIFICACIÓN (CURSO PUENTE),
210,2013,GRADO EN INGENIERÍA EN EDIFICACIÓN (CURSO PUENTE),
210,2015,GRADO EN INGENIERÍA EN EDIFICACIÓN (CURSO PUENTE),
212,2011,GRADUADO/A EN CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN,
212,2012,GRADUADO/A EN CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN,
212,2013,GRADUADO/A EN CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN,"31,76"
212,2014,GRADUADO/A EN CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN,"49,32"
212,2015,GRADUADO/A EN CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN,"36,3"
213,2011,GRADUADO/A EN CIENCIAS POLÍTICAS Y DE LA ADMINIST. Y DERECHO,
213,2012,GRADUADO/A EN CIENCIAS POLÍTICAS Y DE LA ADMINIST. Y DERECHO,
213,2013,GRADUADO/A EN CIENCIAS POLÍTICAS Y DE LA ADMINIST. Y DERECHO,"27,27"
213,2014,GRADUADO/A EN CIENCIAS POLÍTICAS Y DE LA ADMINIST. Y DERECHO,"26,32"
213,2015,GRADUADO/A EN CIENCIAS POLÍTICAS Y DE LA ADMINIST. Y DERECHO,"21,38"
214,2011,GRADUADO/A EN SOCIOLOGÍA,
214,2012,GRADUADO/A EN SOCIOLOGÍA,
214,2013,GRADUADO/A EN SOCIOLOGÍA,"34,09"
214,2014,GRADUADO/A EN SOCIOLOGÍA,"35,17"
214,2015,GRADUADO/A EN SOCIOLOGÍA,"30,28"
220,2011,GRADUADO/A EN INGENIERÍA QUÍMICA,
220,2012,GRADUADO/A EN INGENIERÍA QUÍMICA,
220,2013,GRADUADO/A EN INGENIERÍA QUÍMICA,"32,43"
220,2014,GRADUADO/A EN INGENIERÍA QUÍMICA,"36,61"
220,2015,GRADUADO/A EN INGENIERÍA QUÍMICA,"35,4"
221,2011,GRADUADO/A EN INGENIERÍA DE TECNOLOGÍAS DE TELECOMUNICACIÓN,
221,2012,GRADUADO/A EN INGENIERÍA DE TECNOLOGÍAS DE TELECOMUNICACIÓN,
221,2013,GRADUADO/A EN INGENIERÍA DE TECNOLOGÍAS DE TELECOMUNICACIÓN,"15,05"
221,2014,GRADUADO/A EN INGENIERÍA DE TECNOLOGÍAS DE TELECOMUNICACIÓN,"10,1"
221,2015,GRADUADO/A EN INGENIERÍA DE TECNOLOGÍAS DE TELECOMUNICACIÓN,"15,53"
222,2011,GRADUADO/A EN MEDICINA,
222,2012,GRADUADO/A EN MEDICINA,
222,2013,GRADUADO/A EN MEDICINA,"2,89"
222,2014,GRADUADO/A EN MEDICINA,"3,64"
222,2015,GRADUADO/A EN MEDICINA,"3,6"
223,2011,GRADUADO/A EN ESTADÍSTICA,
223,2012,GRADUADO/A EN ESTADÍSTICA,
223,2013,GRADUADO/A EN ESTADÍSTICA,"45,9"
223,2014,GRADUADO/A EN ESTADÍSTICA,"51,02"
223,2015,GRADUADO/A EN ESTADÍSTICA,"29,41"
227,2011,GRADUADO/A EN COMUNICACIÓN AUDIOVISUAL,
227,2012,GRADUADO/A EN COMUNICACIÓN AUDIOVISUAL,
227,2013,GRADUADO/A EN COMUNICACIÓN AUDIOVISUAL,"10,77"
227,2014,GRADUADO/A EN COMUNICACIÓN AUDIOVISUAL,"1,61"
227,2015,GRADUADO/A EN COMUNICACIÓN AUDIOVISUAL,"5,8"
228,2011,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS-DERECHO,
228,2012,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS-DERECHO,
228,2013,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS-DERECHO,"13,04"
228,2014,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS-DERECHO,"7,91"
228,2015,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS-DERECHO,"15,33"
230,2011,GRADUADO/A EN EDIFICACIÓN,
230,2012,GRADUADO/A EN EDIFICACIÓN,
230,2013,GRADUADO/A EN EDIFICACIÓN,"13,24"
230,2014,GRADUADO/A EN EDIFICACIÓN,"25,64"
230,2015,GRADUADO/A EN EDIFICACIÓN,"33,1"
231,2011,GRADUADO/A EN INFORMACIÓN Y DOCUMENTACIÓN,
231,2012,GRADUADO/A EN INFORMACIÓN Y DOCUMENTACIÓN,
231,2013,GRADUADO/A EN INFORMACIÓN Y DOCUMENTACIÓN,"27,94"
231,2014,GRADUADO/A EN INFORMACIÓN Y DOCUMENTACIÓN,"23,91"
231,2015,GRADUADO/A EN INFORMACIÓN Y DOCUMENTACIÓN,"24,49"
233,2011,GRADUADO/A EN FINANZAS Y CONTABILIDAD,
233,2012,GRADUADO/A EN FINANZAS Y CONTABILIDAD,
233,2013,GRADUADO/A EN FINANZAS Y CONTABILIDAD,"8,8"
233,2014,GRADUADO/A EN FINANZAS Y CONTABILIDAD,"14,17"
233,2015,GRADUADO/A EN FINANZAS Y CONTABILIDAD,"12,03"
235,2011,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,
235,2012,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,
235,2013,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,"7,2"
235,2014,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,"9,96"
235,2015,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,"6,74"
236,2011,GRADUADO/A EN MARKETING E INVESTIGACIÓN DE MERCADOS,
236,2012,GRADUADO/A EN MARKETING E INVESTIGACIÓN DE MERCADOS,
236,2013,GRADUADO/A EN MARKETING E INVESTIGACIÓN DE MERCADOS,"10,08"
236,2014,GRADUADO/A EN MARKETING E INVESTIGACIÓN DE MERCADOS,"20,33"
236,2015,GRADUADO/A EN MARKETING E INVESTIGACIÓN DE MERCADOS,"9,76"
237,2011,GRADUADO/A EN INGENIERÍA CIVIL,
237,2012,GRADUADO/A EN INGENIERÍA CIVIL,
237,2013,GRADUADO/A EN INGENIERÍA CIVIL,"7,49"
237,2014,GRADUADO/A EN INGENIERÍA CIVIL,"13,54"
237,2015,GRADUADO/A EN INGENIERÍA CIVIL,"16,49"
238,2011,GRADUADO/A EN TURISMO,
238,2012,GRADUADO/A EN TURISMO,
238,2013,GRADUADO/A EN TURISMO,"11,85"
238,2014,GRADUADO/A EN TURISMO,"12,12"
238,2015,GRADUADO/A EN TURISMO,"4,29"
239,2011,GRADUADO/A EN ECONOMÍA,
239,2012,GRADUADO/A EN ECONOMÍA,
239,2013,GRADUADO/A EN ECONOMÍA,"15,06"
239,2014,GRADUADO/A EN ECONOMÍA,"16,67"
239,2015,GRADUADO/A EN ECONOMÍA,"12,93"
241,2011,GRADUADO/A EN FISIOTERAPIA,
241,2012,GRADUADO/A EN FISIOTERAPIA,
241,2013,GRADUADO/A EN FISIOTERAPIA,"7,84"
241,2014,GRADUADO/A EN FISIOTERAPIA,"15,38"
241,2015,GRADUADO/A EN FISIOTERAPIA,"16,07"
242,2011,GRADUADO/A EN DERECHO,
242,2012,GRADUADO/A EN DERECHO,
242,2013,GRADUADO/A EN DERECHO,"10,63"
242,2014,GRADUADO/A EN DERECHO,17
242,2015,GRADUADO/A EN DERECHO,"16,3"
243,2011,GRADUADO/A EN TERAPIA OCUPACIONAL,
243,2012,GRADUADO/A EN TERAPIA OCUPACIONAL,
243,2013,GRADUADO/A EN TERAPIA OCUPACIONAL,"12,07"
243,2014,GRADUADO/A EN TERAPIA OCUPACIONAL,"16,67"
243,2015,GRADUADO/A EN TERAPIA OCUPACIONAL,"13,11"
244,2011,GRADUADO/A EN EDUCACIÓN SOCIAL,
244,2012,GRADUADO/A EN EDUCACIÓN SOCIAL,
244,2013,GRADUADO/A EN EDUCACIÓN SOCIAL,"5,69"
244,2014,GRADUADO/A EN EDUCACIÓN SOCIAL,"6,56"
244,2015,GRADUADO/A EN EDUCACIÓN SOCIAL,"6,25"
245,2013,GRADUADO/A EN CRIMINOLOGÍA,
245,2014,GRADUADO/A EN CRIMINOLOGÍA,
245,2015,GRADUADO/A EN CRIMINOLOGÍA,"9,46"
249,2011,GRADUADO/A EN TRABAJO SOCIAL,
249,2012,GRADUADO/A EN TRABAJO SOCIAL,
249,2013,GRADUADO/A EN TRABAJO SOCIAL,"9,66"
249,2014,GRADUADO/A EN TRABAJO SOCIAL,"10,06"
249,2015,GRADUADO/A EN TRABAJO SOCIAL,"8,05"
251,2015,GRADUADO/A EN BIOTECNOLOGÍA,
252,2011,GRADUADO/A EN TRADUCCIÓN E INTERPRETACIÓN,
252,2012,GRADUADO/A EN TRADUCCIÓN E INTERPRETACIÓN,
252,2013,GRADUADO/A EN TRADUCCIÓN E INTERPRETACIÓN,"6,75"
252,2014,GRADUADO/A EN TRADUCCIÓN E INTERPRETACIÓN,"8,27"
252,2015,GRADUADO/A EN TRADUCCIÓN E INTERPRETACIÓN,"9,12"
256,2012,GRADUADO/A EN EDUCACIÓN PRIMARIA (BILINGÜE),
256,2013,GRADUADO/A EN EDUCACIÓN PRIMARIA (BILINGÜE),
256,2014,GRADUADO/A EN EDUCACIÓN PRIMARIA (BILINGÜE),"7,58"
256,2015,GRADUADO/A EN EDUCACIÓN PRIMARIA (BILINGÜE),"2,99"
257,2011,GRADUADO/A EN EDUCACIÓN PRIMARIA,
257,2012,GRADUADO/A EN EDUCACIÓN PRIMARIA,
257,2013,GRADUADO/A EN EDUCACIÓN PRIMARIA,"8,63"
257,2014,GRADUADO/A EN EDUCACIÓN PRIMARIA,"12,09"
257,2015,GRADUADO/A EN EDUCACIÓN PRIMARIA,"7,69"
258,2011,GRADUADO/A EN EDUCACIÓN INFANTIL,
258,2012,GRADUADO/A EN EDUCACIÓN INFANTIL,
258,2013,GRADUADO/A EN EDUCACIÓN INFANTIL,"9,34"
258,2014,GRADUADO/A EN EDUCACIÓN INFANTIL,"6,02"
258,2015,GRADUADO/A EN EDUCACIÓN INFANTIL,"4,59"
259,2011,GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS,
259,2012,GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS,
259,2013,GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS,"17,33"
259,2014,GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS,"24,5"
259,2015,GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS,"24,57"
260,2011,GRADUADO/A EN BELLAS ARTES,
260,2012,GRADUADO/A EN BELLAS ARTES,
260,2013,GRADUADO/A EN BELLAS ARTES,"13,51"
260,2014,GRADUADO/A EN BELLAS ARTES,"14,81"
260,2015,GRADUADO/A EN BELLAS ARTES,"12,29"
261,2011,GRADUADO/A EN BIOQUÍMICA,
261,2012,GRADUADO/A EN BIOQUÍMICA,
261,2013,GRADUADO/A EN BIOQUÍMICA,"14,29"
261,2014,GRADUADO/A EN BIOQUÍMICA,"13,89"
261,2015,GRADUADO/A EN BIOQUÍMICA,16
263,2011,GRADUADO/A EN FILOSOFÍA,
263,2012,GRADUADO/A EN FILOSOFÍA,
263,2013,GRADUADO/A EN FILOSOFÍA,"33,33"
263,2014,GRADUADO/A EN FILOSOFÍA,"52,63"
263,2015,GRADUADO/A EN FILOSOFÍA,"25,71"
264,2011,GRADUADO/A EN PSICOLOGÍA,
264,2012,GRADUADO/A EN PSICOLOGÍA,
264,2013,GRADUADO/A EN PSICOLOGÍA,"6,64"
264,2014,GRADUADO/A EN PSICOLOGÍA,"6,9"
264,2015,GRADUADO/A EN PSICOLOGÍA,"8,9"
265,2011,GRADUADO/A EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURAL,
265,2012,GRADUADO/A EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURAL,
265,2013,GRADUADO/A EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURAL,"13,21"
265,2014,GRADUADO/A EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURAL,"22,45"
265,2015,GRADUADO/A EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURAL,16
266,2014,GRADUADO/A EN ARQUEOLOGÍA,
266,2015,GRADUADO/A EN ARQUEOLOGÍA,
267,2011,GRADUADO/A EN FÍSICA,
267,2012,GRADUADO/A EN FÍSICA,
267,2013,GRADUADO/A EN FÍSICA,"26,25"
267,2014,GRADUADO/A EN FÍSICA,"36,26"
267,2015,GRADUADO/A EN FÍSICA,"34,02"
268,2011,GRADUADO/A EN GEOLOGÍA,
268,2012,GRADUADO/A EN GEOLOGÍA,
268,2013,GRADUADO/A EN GEOLOGÍA,"38,24"
268,2014,GRADUADO/A EN GEOLOGÍA,"37,7"
268,2015,GRADUADO/A EN GEOLOGÍA,"36,23"
270,2011,GRADUADO/A EN MATEMÁTICAS,
270,2012,GRADUADO/A EN MATEMÁTICAS,
270,2013,GRADUADO/A EN MATEMÁTICAS,"33,33"
270,2014,GRADUADO/A EN MATEMÁTICAS,"35,35"
270,2015,GRADUADO/A EN MATEMÁTICAS,"33,33"
273,2011,GRADUADO/A EN LENGUAS MODERNAS Y SUS LITERATURAS,
273,2012,GRADUADO/A EN LENGUAS MODERNAS Y SUS LITERATURAS,
273,2013,GRADUADO/A EN LENGUAS MODERNAS Y SUS LITERATURAS,"21,05"
273,2014,GRADUADO/A EN LENGUAS MODERNAS Y SUS LITERATURAS,"13,7"
273,2015,GRADUADO/A EN LENGUAS MODERNAS Y SUS LITERATURAS,"9,3"
276,2011,GRADUADO/A EN FILOLOGÍA CLÁSICA,
276,2012,GRADUADO/A EN FILOLOGÍA CLÁSICA,
276,2013,GRADUADO/A EN FILOLOGÍA CLÁSICA,"47,37"
276,2014,GRADUADO/A EN FILOLOGÍA CLÁSICA,"40,91"
276,2015,GRADUADO/A EN FILOLOGÍA CLÁSICA,"31,25"
277,2011,GRADUADO/A EN ESTUDIOS FRANCESES,
277,2012,GRADUADO/A EN ESTUDIOS FRANCESES,
277,2013,GRADUADO/A EN ESTUDIOS FRANCESES,"31,43"
277,2014,GRADUADO/A EN ESTUDIOS FRANCESES,"28,77"
277,2015,GRADUADO/A EN ESTUDIOS FRANCESES,"37,14"
279,2011,GRADUADO/A EN ESTUDIOS ÁRABES E ISLÁMICOS,
279,2012,GRADUADO/A EN ESTUDIOS ÁRABES E ISLÁMICOS,
279,2013,GRADUADO/A EN ESTUDIOS ÁRABES E ISLÁMICOS,"35,48"
279,2014,GRADUADO/A EN ESTUDIOS ÁRABES E ISLÁMICOS,"47,37"
279,2015,GRADUADO/A EN ESTUDIOS ÁRABES E ISLÁMICOS,"37,78"
283,2011,GRADUADO/A EN FILOLOGÍA HISPÁNICA,
283,2012,GRADUADO/A EN FILOLOGÍA HISPÁNICA,
283,2013,GRADUADO/A EN FILOLOGÍA HISPÁNICA,"26,09"
283,2014,GRADUADO/A EN FILOLOGÍA HISPÁNICA,"8,45"
283,2015,GRADUADO/A EN FILOLOGÍA HISPÁNICA,"18,31"
285,2011,GRADUADO/A EN ESTUDIOS INGLESES,
285,2012,GRADUADO/A EN ESTUDIOS INGLESES,
285,2013,GRADUADO/A EN ESTUDIOS INGLESES,"11,43"
285,2014,GRADUADO/A EN ESTUDIOS INGLESES,"15,28"
285,2015,GRADUADO/A EN ESTUDIOS INGLESES,"14,69"
286,2011,GRADUADO/A EN LOGOPEDIA,
286,2012,GRADUADO/A EN LOGOPEDIA,
286,2013,GRADUADO/A EN LOGOPEDIA,"25,81"
286,2014,GRADUADO/A EN LOGOPEDIA,"11,94"
286,2015,GRADUADO/A EN LOGOPEDIA,"5,63"
287,2011,GRADUADO/A EN ÓPTICA Y OPTOMETRÍA,
287,2012,GRADUADO/A EN ÓPTICA Y OPTOMETRÍA,
287,2013,GRADUADO/A EN ÓPTICA Y OPTOMETRÍA,"9,17"
287,2014,GRADUADO/A EN ÓPTICA Y OPTOMETRÍA,"17,89"
287,2015,GRADUADO/A EN ÓPTICA Y OPTOMETRÍA,"21,85"
288,2011,GRADUADO/A EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE,
288,2012,GRADUADO/A EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE,
288,2013,GRADUADO/A EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE,"9,24"
288,2014,GRADUADO/A EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE,"6,99"
288,2015,GRADUADO/A EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE,"4,26"
290,2011,GRADUADO/A EN LITERATURAS COMPARADAS,
290,2012,GRADUADO/A EN LITERATURAS COMPARADAS,
290,2013,GRADUADO/A EN LITERATURAS COMPARADAS,"40,63"
290,2014,GRADUADO/A EN LITERATURAS COMPARADAS,"29,41"
290,2015,GRADUADO/A EN LITERATURAS COMPARADAS,"31,11"
291,2011,GRADUADO/A EN QUÍMICA,
291,2012,GRADUADO/A EN QUÍMICA,
291,2013,GRADUADO/A EN QUÍMICA,"20,51"
291,2014,GRADUADO/A EN QUÍMICA,"30,12"
291,2015,GRADUADO/A EN QUÍMICA,"32,53"
292,2011,GRADUADO/A EN HISTORIA,
292,2012,GRADUADO/A EN HISTORIA,
292,2013,GRADUADO/A EN HISTORIA,"23,03"
292,2014,GRADUADO/A EN HISTORIA,"20,67"
292,2015,GRADUADO/A EN HISTORIA,"18,84"
293,2011,GRADUADO/A EN HISTORIA DEL ARTE,
293,2012,GRADUADO/A EN HISTORIA DEL ARTE,
293,2013,GRADUADO/A EN HISTORIA DEL ARTE,"29,29"
293,2014,GRADUADO/A EN HISTORIA DEL ARTE,"35,51"
293,2015,GRADUADO/A EN HISTORIA DEL ARTE,"34,65"
294,2012,GRADUADO/A EN ANTROPOLOGÍA SOCIAL Y CULTURAL,
294,2013,GRADUADO/A EN ANTROPOLOGÍA SOCIAL Y CULTURAL,
294,2014,GRADUADO/A EN ANTROPOLOGÍA SOCIAL Y CULTURAL,"21,15"
294,2015,GRADUADO/A EN ANTROPOLOGÍA SOCIAL Y CULTURAL,"22,22"
296,2011,GRADUADO/A EN INGENIERÍA INFORMÁTICA,
296,2012,GRADUADO/A EN INGENIERÍA INFORMÁTICA,
296,2013,GRADUADO/A EN INGENIERÍA INFORMÁTICA,"30,97"
296,2014,GRADUADO/A EN INGENIERÍA INFORMÁTICA,"53,47"
296,2015,GRADUADO/A EN INGENIERÍA INFORMÁTICA,"32,85"
297,2012,GRADUADO/A EN INGENIERÍA INFORMÁTICA Y MATEMÁTICAS,
297,2013,GRADUADO/A EN INGENIERÍA INFORMÁTICA Y MATEMÁTICAS,
297,2014,GRADUADO/A EN INGENIERÍA INFORMÁTICA Y MATEMÁTICAS,"34,78"
297,2015,GRADUADO/A EN INGENIERÍA INFORMÁTICA Y MATEMÁTICAS,40
298,2011,GRADUADO/A EN PEDAGOGÍA,
298,2012,GRADUADO/A EN PEDAGOGÍA,
298,2013,GRADUADO/A EN PEDAGOGÍA,"16,39"
298,2014,GRADUADO/A EN PEDAGOGÍA,"14,56"
298,2015,GRADUADO/A EN PEDAGOGÍA,"5,17"
299,2011,GRADUADO/A EN HISTORIA Y CIENCIAS DE LA MÚSICA,
299,2012,GRADUADO/A EN HISTORIA Y CIENCIAS DE LA MÚSICA,
299,2013,GRADUADO/A EN HISTORIA Y CIENCIAS DE LA MÚSICA,"26,67"
299,2014,GRADUADO/A EN HISTORIA Y CIENCIAS DE LA MÚSICA,"24,24"
299,2015,GRADUADO/A EN HISTORIA Y CIENCIAS DE LA MÚSICA,"18,75"
407,2011,GRADUADO/A EN ENFERMERÍA (CEUTA),
407,2012,GRADUADO/A EN ENFERMERÍA (CEUTA),
407,2013,GRADUADO/A EN ENFERMERÍA (CEUTA),"19,26"
407,2014,GRADUADO/A EN ENFERMERÍA (CEUTA),"14,48"
407,2015,GRADUADO/A EN ENFERMERÍA (CEUTA),"25,37"
414,2012,GRADUADO/A EN EDUCACIÓN SOCIAL (CEUTA),
414,2013,GRADUADO/A EN EDUCACIÓN SOCIAL (CEUTA),
414,2014,GRADUADO/A EN EDUCACIÓN SOCIAL (CEUTA),"16,9"
414,2015,GRADUADO/A EN EDUCACIÓN SOCIAL (CEUTA),"13,33"
433,2011,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (CEUTA),
433,2012,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (CEUTA),
433,2013,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (CEUTA),"30,56"
433,2014,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (CEUTA),"13,33"
433,2015,GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (CEUTA),"10,13"
457,2011,GRADUADO/A EN EDUCACIÓN PRIMARIA (CEUTA),
457,2012,GRADUADO/A EN EDUCACIÓN PRIMARIA (CEUTA),
457,2013,GRADUADO/A EN EDUCACIÓN PRIMARIA (CEUTA),"25,74"
457,2014,GRADUADO/A EN EDUCACIÓN PRIMARIA (CEUTA),"18,46"
457,2015,GRADUADO/A EN EDUCACIÓN PRIMARIA (CEUTA),"15,58"
458,2011,GRADUADO/A EN EDUCACIÓN INFANTIL (CEUTA),
458,2012,GRADUADO/A EN EDUCACIÓN INFANTIL (CEUTA),
458,2013,GRADUADO/A EN EDUCACIÓN INFANTIL (CEUTA),"26,42"
458,2014,GRADUADO/A EN EDUCACIÓN INFANTIL (CEUTA),"8,33"
458,2015,GRADUADO/A EN EDUCACIÓN INFANTIL (CEUTA),"15,09"
496,2011,GRADUADO/A EN INGENIERÍA INFORMÁTICA (CEUTA),
496,2012,GRADUADO/A EN INGENIERÍA INFORMÁTICA (CEUTA),
496,2013,GRADUADO/A EN INGENIERÍA INFORMÁTICA (CEUTA),"44,44"
496,2014,GRADUADO/A EN INGENIERÍA INFORMÁTICA (CEUTA),"11,11"
496,2015,GRADUADO/A EN INGENIERÍA INFORMÁTICA (CEUTA),10
507,2011,GRADUADO/A EN ENFERMERÍA (MELILLA),
507,2012,GRADUADO/A EN ENFERMERÍA (MELILLA),
507,2013,GRADUADO/A EN ENFERMERÍA (MELILLA),"6,67"
507,2014,GRADUADO/A EN ENFERMERÍA (MELILLA),"12,7"
507,2015,GRADUADO/A EN ENFERMERÍA (MELILLA),"12,9"
514,2012,GRADUADO/A EN EDUCACIÓN SOCIAL (MELILLA),
514,2013,GRADUADO/A EN EDUCACIÓN SOCIAL (MELILLA),
514,2014,GRADUADO/A EN EDUCACIÓN SOCIAL (MELILLA),20
514,2015,GRADUADO/A EN EDUCACIÓN SOCIAL (MELILLA),"17,24"
528,2015,GRADUADO ADMINISTRACIÓN Y DIRECCIÓN EMPRESAS Y DCHO (MELILLA),
533,2011,GRADUADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (MELILLA),
533,2012,GRADUADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (MELILLA),
533,2013,GRADUADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (MELILLA),"41,18"
533,2014,GRADUADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (MELILLA),"47,92"
533,2015,GRADUADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (MELILLA),"32,84"
535,2011,DIPLOMADO EN CIENCIAS EMPRESARIALES (MELILLA),
535,2012,DIPLOMADO EN CIENCIAS EMPRESARIALES (MELILLA),
535,2013,DIPLOMADO EN CIENCIAS EMPRESARIALES (MELILLA),
535,2014,DIPLOMADO EN CIENCIAS EMPRESARIALES (MELILLA),
535,2015,DIPLOMADO EN CIENCIAS EMPRESARIALES (MELILLA),
536,2014,DIPLOMATURA DE RELACIONES LABORALES (MELILLA),
