GRADUADO/A EN EDIFICACIÓN,"57,11","57,23","60,29","63,29","61,01"
GRADUADO/A EN INFORMACIÓN Y DOCUMENTACIÓN,"64,25","72,7","78,75","82,1","77,8"
GRADUADO/A EN FINANZAS Y CONTABILIDAD,"76,39","73,18","67,77","70,08","66,75"
GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,"80,4","75,64","75,65","72,85","73,24"
GRADUADO/A EN MARKETING E INVESTIGACIÓN DE MERCADOS,"72,98","66,03","73,69","73,54","74,7"
GRADUADO/A EN INGENIERÍA CIVIL,"72,86","55,76","61,61","61,39","57,24"
GRADUADO/A EN TURISMO,"74,29","79,86","84,45","81,09","81,59"
GRADUADO/A EN ECONOMÍA,"57,55",61,"65,24","64,89","68,12"
GRADUADO/A EN FISIOTERAPIA,"84,74","88,85","90,9","89,27","93,88"
GRADUADO/A EN DERECHO,"67,05","63,67","67,74","70,5","69,09"
GRADUADO/A EN TERAPIA OCUPACIONAL,"79,33","88,52","92,7","94,74","91,72"
GRADUADO/A EN EDUCACIÓN SOCIAL,"90,88","93,58","93,67","94,53","94,52"
GRADUADO/A EN CRIMINOLOGÍA,,,"91,2","94,46","89,95"
GRADUADO/A EN TRABAJO SOCIAL,"88,49","91,2","91,12","90,49","89,39"
GRADUADO/A EN BIOTECNOLOGÍA,,,,,"88,5"
GRADUADO/A EN TRADUCCIÓN E INTERPRETACIÓN,"86,32","85,5","84,42","87,58","85,07"
GRADUADO/A EN EDUCACIÓN PRIMARIA (BILINGÜE),,"85,92","93,38","93,66","93,93"
GRADUADO/A EN EDUCACIÓN PRIMARIA,"83,45","87,24","90,4","90,95","91,7"
GRADUADO/A EN EDUCACIÓN INFANTIL,"90,68","94,33","95,96","95,54","95,74"
GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS,"64,72","64,36","72,75","71,14","69,32"
GRADUADO/A EN BELLAS ARTES,"82,68","87,01","85,22",85,"86,53"
GRADUADO/A EN BIOQUÍMICA,"69,68","86,33","90,83","94,69","93,29"
GRADUADO/A EN FILOSOFÍA,"54,1","54,93","69,79","67,25","70,6"
GRADUADO/A EN PSICOLOGÍA,"84,89","81,9","83,2","85,43","86,53"
GRADUADO/A EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURAL,"83,03","84,54","87,76","91,17","86,52"
GRADUADO/A EN ARQUEOLOGÍA,,,,"75,36","73,43"
GRADUADO/A EN FÍSICA,"51,42","49,06","56,63","62,18","57,74"
GRADUADO/A EN GEOLOGÍA,"39,81","53,42","53,08","60,67","60,47"
GRADUADO/A EN MATEMÁTICAS,"43,59","57,49","64,39","66,26","63,9"
GRADUADO/A EN LENGUAS MODERNAS Y SUS LITERATURAS,"70,33","80,13","79,01","80,16","79,63"
GRADUADO/A EN FILOLOGÍA CLÁSICA,"52,45","63,13","72,4","63,98","60,84"
GRADUADO/A EN ESTUDIOS FRANCESES,"54,71","65,04","68,24","70,41","71,53"
GRADUADO/A EN ESTUDIOS ÁRABES E ISLÁMICOS,"48,77","57,94","73,5","68,48","69,01"
GRADUADO/A EN FILOLOGÍA HISPÁNICA,"68,26","82,82","79,14","83,4","83,35"
GRADUADO/A EN ESTUDIOS INGLESES,77,"72,42","75,06","75,26","73,71"
GRADUADO/A EN LOGOPEDIA,"77,57","86,83","93,71","92,29","91,74"
GRADUADO/A EN ÓPTICA Y OPTOMETRÍA,"67,59","63,69","66,39","69,14","66,5"
GRADUADO/A EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE,"81,59","88,21","85,82","86,97","87,9"
GRADUADO/A EN LITERATURAS COMPARADAS,"49,51","71,43","67,8","72,36","73,48"
GRADUADO/A EN QUÍMICA,"48,83","53,72","56,67","63,62","64,43"
GRADUADO/A EN HISTORIA,"54,14","63,6","73,33","73,68","75,12"
GRADUADO/A EN HISTORIA DEL ARTE,"59,12","63,27","70,73","75,11","74,47"
GRADUADO/A EN ANTROPOLOGÍA SOCIAL Y CULTURAL,,"75,09","74,23","70,78","79,54"
GRADUADO/A EN INGENIERÍA INFORMÁTICA,"33,45","38,01","50,99","57,76","57,76"
GRADUADO/A EN INGENIERÍA INFORMÁTICA Y MATEMÁTICAS,,"49,11","57,98","67,51","76,33"
GRADUADO/A EN PEDAGOGÍA,"80,77","85,91","92,87","94,03","92,24"
GRADUADO/A EN HISTORIA Y CIENCIAS DE LA MÚSICA,"57,62","62,92","74,58","79,68","76,22"
GRADUADO/A EN ENFERMERÍA (CEUTA),"69,42","72,61","81,92","90,13","92,89"
GRADUADO/A EN EDUCACIÓN SOCIAL (CEUTA),,"76,2","84,4","85,48","90,09"
GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (CEUTA),"59,78","72,15","77,98","81,31","77,87"
GRADUADO/A EN EDUCACIÓN PRIMARIA (CEUTA),"71,02","66,96","78,2",78,"79,91"
GRADUADO/A EN EDUCACIÓN INFANTIL (CEUTA),"64,34","78,69","84,31","86,21","89,1"
GRADUADO/A EN INGENIERÍA INFORMÁTICA (CEUTA),"21,64","46,1","45,91","47,59","54,28"
GRADUADO/A EN ENFERMERÍA (MELILLA),"77,57","85,37","86,87","89,71","88,66"
GRADUADO/A EN EDUCACIÓN SOCIAL (MELILLA),,"76,32","80,52","79,83","85,86"
GRADUADO ADMINISTRACIÓN Y DIRECCIÓN EMPRESAS Y DCHO (MELILLA),,,,,"54,55"
GRADUADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (MELILLA),"43,86","50,32","61,02","61,18","69,39"
DIPLOMADO EN CIENCIAS EMPRESARIALES (MELILLA),"56,34","52,27","35,4","56,67","75,34"
DIPLOMATURA DE RELACIONES LABORALES (MELILLA),,,,100
DIPLOMADO EN RELACIONES LABORALES (MELILLA),"59,99","47,63","31,47",
DIPLOMADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),"59,98","56,49","7,13","80,33",100
GRADUADO/A EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),"15,03","64,17","78,39","68,17","72,71"
GRADUADO/A EN EDUCACIÓN PRIMARIA (MELILLA),"62,35","68,87","69,89","78,5","74,67"
GRADUADO/A EN EDUCACIÓN INFANTIL (MELILLA),"66,82","77,32","83,58","86,93","83,06"
GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS (MEL.),"32,22","64,97","68,38","75,65","74,86"
GRADUADO/A CC ACT FÍSICA Y ED.PRIMA (MELILLA),,,,,"79,94"
