GRADUADO/A EN LENGUAS MODERNAS Y SUS LITERATURAS,"83,79","89,32","88,75","89,12","89,19"
GRADUADO/A EN FILOLOGÍA CLÁSICA,"68,68","75,4","82,47","76,14","75,43"
GRADUADO/A EN ESTUDIOS FRANCESES,"67,74","75,72","79,28","80,97","79,13"
GRADUADO/A EN ESTUDIOS ÁRABES E ISLÁMICOS,"68,53","81,47","86,63","87,18","86,04"
GRADUADO/A EN FILOLOGÍA HISPÁNICA,"80,1","90,8","88,95","91,48","92,01"
GRADUADO/A EN ESTUDIOS INGLESES,"82,96","81,95","83,71","82,98","81,89"
GRADUADO/A EN LOGOPEDIA,"87,45","91,6","94,32","93,96","94,62"
GRADUADO/A EN ÓPTICA Y OPTOMETRÍA,"72,26","70,75","71,3","73,39","72,12"
GRADUADO/A EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE,"88,78","92,48","91,07","92,46","92,22"
GRADUADO/A EN LITERATURAS COMPARADAS,"79,69","88,04","86,69","90,19","87,79"
GRADUADO/A EN QUÍMICA,"62,75","70,4","70,48","76,22","77,69"
GRADUADO/A EN HISTORIA,"75,92","80,37","85,6","86,15","87,05"
GRADUADO/A EN HISTORIA DEL ARTE,"70,91","77,31","82,81","86,21","84,4"
GRADUADO/A EN ANTROPOLOGÍA SOCIAL Y CULTURAL,,"84,83","85,21","85,9","90,89"
GRADUADO/A EN INGENIERÍA INFORMÁTICA,"53,5","54,58","68,19","72,03","72,42"
GRADUADO/A EN INGENIERÍA INFORMÁTICA Y MATEMÁTICAS,,"61,54","71,77","77,65","83,71"
GRADUADO/A EN PEDAGOGÍA,"88,48","91,24","96,14","97,15","96,08"
GRADUADO/A EN HISTORIA Y CIENCIAS DE LA MÚSICA,"82,1","79,29","86,36","91,97","87,12"
GRADUADO/A EN ENFERMERÍA (CEUTA),"82,7","78,77","87,73","93,94","94,7"
GRADUADO/A EN EDUCACIÓN SOCIAL (CEUTA),,"88,46","90,55","91,45","95,08"
GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (CEUTA),"83,27","84,07","86,07","90,14","86,71"
GRADUADO/A EN EDUCACIÓN PRIMARIA (CEUTA),"86,83","77,05","86,24","87,3","88,69"
GRADUADO/A EN EDUCACIÓN INFANTIL (CEUTA),"77,57","85,88","90,99","92,79","93,09"
GRADUADO/A EN INGENIERÍA INFORMÁTICA (CEUTA),"56,06","65,14","65,16","68,52","65,71"
GRADUADO/A EN ENFERMERÍA (MELILLA),"81,13","87,65","88,9","92,47","90,84"
GRADUADO/A EN EDUCACIÓN SOCIAL (MELILLA),,"85,35","85,48","85,78","92,74"
GRADUADO ADMINISTRACIÓN Y DIRECCIÓN EMPRESAS Y DCHO (MELILLA),,,,,"72,6"
GRADUADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (MELILLA),"71,01","75,34","76,05","75,96","82,27"
DIPLOMADO EN CIENCIAS EMPRESARIALES (MELILLA),"81,4","81,4","70,89","91,07",100
DIPLOMATURA DE RELACIONES LABORALES (MELILLA),,,,100
DIPLOMADO EN RELACIONES LABORALES (MELILLA),"93,21","83,57",100,
DIPLOMADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),"90,48","87,27","26,56","80,33",100
GRADUADO/A EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),"36,51",77,"88,14","85,55","85,27"
GRADUADO/A EN EDUCACIÓN PRIMARIA (MELILLA),"74,43","78,56","76,9","85,13","81,6"
GRADUADO/A EN EDUCACIÓN INFANTIL (MELILLA),"79,44","84,41","87,71","92,75","90,27"
GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS (MEL.),"59,18","82,73","87,46","87,28","87,25"
GRADUADO/A CC ACT FÍSICA Y ED.PRIMA (MELILLA),,,,,"83,99"
